review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
benar aku suka banget produk resap cepat banget kulit enggak lengket greasy nyaman daan betul cocok bekas jerawat memang jadi lebih pudar tidak hilang tentu butuh proses bestie tapiii turut skin game perhati pilih packaging pump nya keras lalu produk keluar malah jadi loncat banyak buang entah leher botol terjun bebas sedih hiks mungkin konsiderasi improve pump nya aku kasih bintang,Positif,"{'classified_text': 'benar [4] aku suka [5] banget produk resap cepat [5] banget kulit enggak lengket greasy nyaman [4] daan betul [4] cocok [4] bekas [-4] jerawat memang jadi lebih pudar tidak hilang [3] tentu [1] butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras [-3] lalu produk keluar [-3] malah jadi loncat banyak buang [-3] entah leher botol terjun bebas sedih [-3] hiks [-2] mungkin konsiderasi improve pump nya aku kasih bintang', 'tweet_text': ' benar aku suka banget produk resap cepat banget kulit enggak lengket greasy nyaman daan betul cocok bekas jerawat memang jadi lebih pudar tidak hilang tentu butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras lalu produk keluar malah jadi loncat banyak buang entah leher botol terjun bebas sedih hiks mungkin konsiderasi improve pump nya aku kasih bintang', 'sentence_score': ['benar [4] aku suka [5] banget produk resap cepat [5] banget kulit enggak lengket greasy nyaman [4] daan betul [4] cocok [4] bekas [-4] jerawat memang jadi lebih pudar tidak hilang [3] tentu [1] butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras [-3] lalu produk keluar [-3] malah jadi loncat banyak buang [-3] entah leher botol terjun bebas sedih [-3] hiks [-2] mungkin konsiderasi improve pump nya aku kasih bintang'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",benar [4] aku suka [5] banget produk resap cepat [5] banget kulit enggak lengket greasy nyaman [4] daan betul [4] cocok [4] bekas [-4] jerawat memang jadi lebih pudar tidak hilang [3] tentu [1] butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras [-3] lalu produk keluar [-3] malah jadi loncat banyak buang [-3] entah leher botol terjun bebas sedih [-3] hiks [-2] mungkin konsiderasi improve pump nya aku kasih bintang, benar aku suka banget produk resap cepat banget kulit enggak lengket greasy nyaman daan betul cocok bekas jerawat memang jadi lebih pudar tidak hilang tentu butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras lalu produk keluar malah jadi loncat banyak buang entah leher botol terjun bebas sedih hiks mungkin konsiderasi improve pump nya aku kasih bintang,['benar [4] aku suka [5] banget produk resap cepat [5] banget kulit enggak lengket greasy nyaman [4] daan betul [4] cocok [4] bekas [-4] jerawat memang jadi lebih pudar tidak hilang [3] tentu [1] butuh proses bestie tapi turut skin game perhati pilih packaging pump nya keras [-3] lalu produk keluar [-3] malah jadi loncat banyak buang [-3] entah leher botol terjun bebas sedih [-3] hiks [-2] mungkin konsiderasi improve pump nya aku kasih bintang'],5,-4,positif
maaf banget susah banget diratainnya whitecast parah bikin kulit jadi kering banget,Negatif,"{'classified_text': 'maaf banget susah [-5] banget diratainnya whitecast parah [-5] bikin kulit jadi kering banget', 'tweet_text': ' maaf banget susah banget diratainnya whitecast parah bikin kulit jadi kering banget', 'sentence_score': ['maaf banget susah [-5] banget diratainnya whitecast parah [-5] bikin kulit jadi kering banget'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",maaf banget susah [-5] banget diratainnya whitecast parah [-5] bikin kulit jadi kering banget, maaf banget susah banget diratainnya whitecast parah bikin kulit jadi kering banget,['maaf banget susah [-5] banget diratainnya whitecast parah [-5] bikin kulit jadi kering banget'],1,-5,negatif
warna nya kuning entah apa,Netral,"{'classified_text': 'warna nya kuning entah apa', 'tweet_text': ' warna nya kuning entah apa', 'sentence_score': ['warna nya kuning entah apa'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",warna nya kuning entah apa, warna nya kuning entah apa,['warna nya kuning entah apa'],1,-1,netral
habis pakai besok langsung muncul banyak jerawat kecil,Negatif,"{'classified_text': 'habis pakai besok langsung muncul banyak jerawat kecil [-1]', 'tweet_text': ' habis pakai besok langsung muncul banyak jerawat kecil', 'sentence_score': ['habis pakai besok langsung muncul banyak jerawat kecil [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",habis pakai besok langsung muncul banyak jerawat kecil [-1], habis pakai besok langsung muncul banyak jerawat kecil,['habis pakai besok langsung muncul banyak jerawat kecil [-1]'],1,-1,netral
isi beranta,Negatif,"{'classified_text': 'isi beranta', 'tweet_text': ' isi beranta', 'sentence_score': ['isi beranta'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",isi beranta, isi beranta,['isi beranta'],1,-1,netral
bikin aku jerawat,Negatif,"{'classified_text': 'bikin aku jerawat', 'tweet_text': ' bikin aku jerawat', 'sentence_score': ['bikin aku jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bikin aku jerawat, bikin aku jerawat,['bikin aku jerawat'],1,-1,netral
produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung,Negatif,"{'classified_text': 'produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung', 'tweet_text': ' produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung', 'sentence_score': ['produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung, produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung,['produk belum coba kirim tidak guna bubble wrap produk kotak kirim buka botol asa panas mungkin tidak lapis bubble wrap jadi langsung papar sinar matahari kirim moga produk efektif kandung'],1,-1,netral
selang pendek apa sih hilang bawah wtf annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah mulu sayang banget padahal formula bagus kalo packagingnya begini sih big no deh,Negatif,"{'classified_text': 'selang pendek [-4] apa sih hilang [-3] bawah [-1] wtf [-5] annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah [-4] mulu sayang [5] banget padahal formula bagus [4] kalo packagingnya begini sih big no deh', 'tweet_text': ' selang pendek apa sih hilang bawah wtf annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah mulu sayang banget padahal formula bagus kalo packagingnya begini sih big no deh', 'sentence_score': ['selang pendek [-4] apa sih hilang [-3] bawah [-1] wtf [-5] annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah [-4] mulu sayang [5] banget padahal formula bagus [4] kalo packagingnya begini sih big no deh'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",selang pendek [-4] apa sih hilang [-3] bawah [-1] wtf [-5] annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah [-4] mulu sayang [5] banget padahal formula bagus [4] kalo packagingnya begini sih big no deh, selang pendek apa sih hilang bawah wtf annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah mulu sayang banget padahal formula bagus kalo packagingnya begini sih big no deh,['selang pendek [-4] apa sih hilang [-3] bawah [-1] wtf [-5] annoying banget pakenya bagaimana coba aku cari enggak selang pakai tube aja kalo pakai packaging kayak begini masalah [-4] mulu sayang [5] banget padahal formula bagus [4] kalo packagingnya begini sih big no deh'],5,-1,positif
parah banget seller kirim kurir lama banget kirim plus waktu buka paket rusak enggak jelas seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik benar,Negatif,"{'classified_text': 'parah [-6] banget seller kirim kurir lama [-3] banget kirim plus waktu buka paket rusak [-4] enggak jelas [-4] seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik [4] benar [5]', 'tweet_text': ' parah banget seller kirim kurir lama banget kirim plus waktu buka paket rusak enggak jelas seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik benar', 'sentence_score': ['parah [-6] banget seller kirim kurir lama [-3] banget kirim plus waktu buka paket rusak [-4] enggak jelas [-4] seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik [4] benar [5]'], 'max_positive': 5, 'max_negative': -6, 'kelas': 'negatif'}",parah [-6] banget seller kirim kurir lama [-3] banget kirim plus waktu buka paket rusak [-4] enggak jelas [-4] seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik [4] benar [5], parah banget seller kirim kurir lama banget kirim plus waktu buka paket rusak enggak jelas seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik benar,['parah [-6] banget seller kirim kurir lama [-3] banget kirim plus waktu buka paket rusak [-4] enggak jelas [-4] seller tidak professional tidak niat jual sama sekali meski official store harga customer bungkus paket baik [4] benar [5]'],5,-6,negatif
packaging suka banget rim cepat cuman sorry banget kykny memang enggak cocok aku kayak langsung jerawat besar,Netral,"{'classified_text': 'packaging suka [5] banget rim cepat [4] cuman sorry banget kykny memang enggak cocok [-3] aku kayak langsung jerawat besar [3]', 'tweet_text': ' packaging suka banget rim cepat cuman sorry banget kykny memang enggak cocok aku kayak langsung jerawat besar', 'sentence_score': ['packaging suka [5] banget rim cepat [4] cuman sorry banget kykny memang enggak cocok [-3] aku kayak langsung jerawat besar [3]'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",packaging suka [5] banget rim cepat [4] cuman sorry banget kykny memang enggak cocok [-3] aku kayak langsung jerawat besar [3], packaging suka banget rim cepat cuman sorry banget kykny memang enggak cocok aku kayak langsung jerawat besar,['packaging suka [5] banget rim cepat [4] cuman sorry banget kykny memang enggak cocok [-3] aku kayak langsung jerawat besar [3]'],5,-3,positif
warna kuning kiri padahal baru buka punya pakai bulan kanan bening,Negatif,"{'classified_text': 'warna kuning kiri padahal baru buka punya pakai bulan kanan bening [3]', 'tweet_text': ' warna kuning kiri padahal baru buka punya pakai bulan kanan bening', 'sentence_score': ['warna kuning kiri padahal baru buka punya pakai bulan kanan bening [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",warna kuning kiri padahal baru buka punya pakai bulan kanan bening [3], warna kuning kiri padahal baru buka punya pakai bulan kanan bening,['warna kuning kiri padahal baru buka punya pakai bulan kanan bening [3]'],3,-1,positif
benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,Negatif,"{'classified_text': 'benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua', 'tweet_text': ' benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua', 'sentence_score': ['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua, benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'],4,-5,negatif
belum coba pertama kali beli moga cocok bintang beri respon admin antar pesan baik cepat,Positif,"{'classified_text': 'belum coba pertama kali beli moga cocok [3] bintang beri respon admin antar pesan baik [4] cepat [5]', 'tweet_text': ' belum coba pertama kali beli moga cocok bintang beri respon admin antar pesan baik cepat', 'sentence_score': ['belum coba pertama kali beli moga cocok [3] bintang beri respon admin antar pesan baik [4] cepat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",belum coba pertama kali beli moga cocok [3] bintang beri respon admin antar pesan baik [4] cepat [5], belum coba pertama kali beli moga cocok bintang beri respon admin antar pesan baik cepat,['belum coba pertama kali beli moga cocok [3] bintang beri respon admin antar pesan baik [4] cepat [5]'],5,-1,positif
fast response on time delivery,Positif,"{'classified_text': 'fast response on time delivery', 'tweet_text': ' fast response on time delivery', 'sentence_score': ['fast response on time delivery'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast response on time delivery, fast response on time delivery,['fast response on time delivery'],1,-1,netral
belum coba moga cocok,Positif,"{'classified_text': 'belum coba moga cocok [3]', 'tweet_text': ' belum coba moga cocok', 'sentence_score': ['belum coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",belum coba moga cocok [3], belum coba moga cocok,['belum coba moga cocok [3]'],3,-1,positif
tipe kulit minyak masalah kulit pori besar,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit pori besar [3]', 'tweet_text': ' tipe kulit minyak masalah kulit pori besar', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulit minyak masalah [-4] kulit pori besar [3], tipe kulit minyak masalah kulit pori besar,['tipe kulit minyak masalah [-4] kulit pori besar [3]'],3,-4,negatif
moga cocok terima kasih bonus,Positif,"{'classified_text': 'moga cocok [3] terima kasih [4] bonus [4]', 'tweet_text': ' moga cocok terima kasih bonus', 'sentence_score': ['moga cocok [3] terima kasih [4] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] terima kasih [4] bonus [4], moga cocok terima kasih bonus,['moga cocok [3] terima kasih [4] bonus [4]'],4,-1,positif
barang tidak terima sekarang kurir tanya balesnya lama kirim dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasa begini kak komplain bagi ekspedisi kirim terima kasih,Negatif,"{'classified_text': 'barang tidak terima sekarang kurir tanya balesnya lama [-2] kirim dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasa [-2] begini kak komplain bagi ekspedisi kirim terima kasih [4]', 'tweet_text': ' barang tidak terima sekarang kurir tanya balesnya lama kirim dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasa begini kak komplain bagi ekspedisi kirim terima kasih', 'sentence_score': ['barang tidak terima sekarang kurir tanya balesnya lama [-2] kirim dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasa [-2] begini kak komplain bagi ekspedisi kirim terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang tidak terima sekarang kurir tanya balesnya lama [-2] kirim dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasa [-2] begini kak komplain bagi ekspedisi kirim terima kasih [4], barang tidak terima sekarang kurir tanya balesnya lama kirim dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasa begini kak komplain bagi ekspedisi kirim terima kasih,['barang tidak terima sekarang kurir tanya balesnya lama [-2] kirim dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasa [-2] begini kak komplain bagi ekspedisi kirim terima kasih [4]'],4,-3,positif
enggak cocok muka tambah jerawat parah,Negatif,"{'classified_text': 'enggak cocok [-3] muka tambah jerawat parah [-5]', 'tweet_text': ' enggak cocok muka tambah jerawat parah', 'sentence_score': ['enggak cocok [-3] muka tambah jerawat parah [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",enggak cocok [-3] muka tambah jerawat parah [-5], enggak cocok muka tambah jerawat parah,['enggak cocok [-3] muka tambah jerawat parah [-5]'],1,-5,negatif
hadiah bohong,Negatif,"{'classified_text': 'hadiah [3] bohong', 'tweet_text': ' hadiah bohong', 'sentence_score': ['hadiah [3] bohong'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",hadiah [3] bohong, hadiah bohong,['hadiah [3] bohong'],3,-1,positif
bohong,Negatif,"{'classified_text': 'bohong', 'tweet_text': ' bohong', 'sentence_score': ['bohong'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bohong, bohong,['bohong'],1,-1,netral
baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat,Positif,"{'classified_text': 'baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat', 'tweet_text': ' baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat', 'sentence_score': ['baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat, baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat,['baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat'],3,-4,negatif
oke,Positif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
tipe kulit kering tipe kulit normal,Netral,"{'classified_text': 'tipe kulit kering tipe kulit normal [-1]', 'tweet_text': ' tipe kulit kering tipe kulit normal', 'sentence_score': ['tipe kulit kering tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kering tipe kulit normal [-1], tipe kulit kering tipe kulit normal,['tipe kulit kering tipe kulit normal [-1]'],1,-1,netral
pertama kali coba warna kulit cenderung gelap awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah bukan jadi tone up tekstur kaya foundy cair cepat nyerap awal kaya mate pas kering lama jadi glow up,Positif,"{'classified_text': 'pertama kali coba warna kulit cenderung gelap [-2] awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah [5] bukan jadi tone up tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas kering lama [-2] jadi glow up', 'tweet_text': ' pertama kali coba warna kulit cenderung gelap awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah bukan jadi tone up tekstur kaya foundy cair cepat nyerap awal kaya mate pas kering lama jadi glow up', 'sentence_score': ['pertama kali coba warna kulit cenderung gelap [-2] awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah [5] bukan jadi tone up tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas kering lama [-2] jadi glow up'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pertama kali coba warna kulit cenderung gelap [-2] awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah [5] bukan jadi tone up tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas kering lama [-2] jadi glow up, pertama kali coba warna kulit cenderung gelap awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah bukan jadi tone up tekstur kaya foundy cair cepat nyerap awal kaya mate pas kering lama jadi glow up,['pertama kali coba warna kulit cenderung gelap [-2] awal pikir bakal jomplang pas pakai nyata blend banget sama kulit warna jadi lebih cerah [5] bukan jadi tone up tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas kering lama [-2] jadi glow up'],5,-2,positif
seperti botol apa cocok kulit normal cenderung kering enak enggak white cast tone up jadi enggak asa cemong kulit putih,Positif,"{'classified_text': 'seperti [1] botol apa cocok [3] kulit normal [-1] cenderung kering enak [4] enggak white cast tone up jadi enggak asa cemong kulit putih', 'tweet_text': ' seperti botol apa cocok kulit normal cenderung kering enak enggak white cast tone up jadi enggak asa cemong kulit putih', 'sentence_score': ['seperti [1] botol apa cocok [3] kulit normal [-1] cenderung kering enak [4] enggak white cast tone up jadi enggak asa cemong kulit putih'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",seperti [1] botol apa cocok [3] kulit normal [-1] cenderung kering enak [4] enggak white cast tone up jadi enggak asa cemong kulit putih, seperti botol apa cocok kulit normal cenderung kering enak enggak white cast tone up jadi enggak asa cemong kulit putih,['seperti [1] botol apa cocok [3] kulit normal [-1] cenderung kering enak [4] enggak white cast tone up jadi enggak asa cemong kulit putih'],4,-1,positif
botol dua enak kulit gampang serap enggak masalah kulit mantap,Positif,"{'classified_text': 'botol dua enak [4] kulit gampang serap enggak masalah [4] kulit mantap [4]', 'tweet_text': ' botol dua enak kulit gampang serap enggak masalah kulit mantap', 'sentence_score': ['botol dua enak [4] kulit gampang serap enggak masalah [4] kulit mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",botol dua enak [4] kulit gampang serap enggak masalah [4] kulit mantap [4], botol dua enak kulit gampang serap enggak masalah kulit mantap,['botol dua enak [4] kulit gampang serap enggak masalah [4] kulit mantap [4]'],4,-1,positif
produk beda isi cair customer service tanya enggak bantu tele tele,Negatif,"{'classified_text': 'produk beda isi cair customer service tanya enggak bantu tele tele', 'tweet_text': ' produk beda isi cair customer service tanya enggak bantu tele tele', 'sentence_score': ['produk beda isi cair customer service tanya enggak bantu tele tele'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk beda isi cair customer service tanya enggak bantu tele tele, produk beda isi cair customer service tanya enggak bantu tele tele,['produk beda isi cair customer service tanya enggak bantu tele tele'],1,-1,netral
kecewa isi tidak full beli tempat,Negatif,"{'classified_text': 'kecewa [-3] isi tidak full beli tempat', 'tweet_text': ' kecewa isi tidak full beli tempat', 'sentence_score': ['kecewa [-3] isi tidak full beli tempat'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] isi tidak full beli tempat, kecewa isi tidak full beli tempat,['kecewa [-3] isi tidak full beli tempat'],1,-3,negatif
paksa kasih nilai jelek admin al el ve handle chat balas asal tidak jawab konsultasi customer baik pertanyan jawab tidak sesuai asal balas tanpa baca masalah beli,Negatif,"{'classified_text': 'paksa [-4] kasih nilai [3] jelek [-4] admin al el ve handle chat balas asal tidak jawab konsultasi customer baik [4] pertanyan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli', 'tweet_text': ' paksa kasih nilai jelek admin al el ve handle chat balas asal tidak jawab konsultasi customer baik pertanyan jawab tidak sesuai asal balas tanpa baca masalah beli', 'sentence_score': ['paksa [-4] kasih nilai [3] jelek [-4] admin al el ve handle chat balas asal tidak jawab konsultasi customer baik [4] pertanyan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",paksa [-4] kasih nilai [3] jelek [-4] admin al el ve handle chat balas asal tidak jawab konsultasi customer baik [4] pertanyan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli, paksa kasih nilai jelek admin al el ve handle chat balas asal tidak jawab konsultasi customer baik pertanyan jawab tidak sesuai asal balas tanpa baca masalah beli,['paksa [-4] kasih nilai [3] jelek [-4] admin al el ve handle chat balas asal tidak jawab konsultasi customer baik [4] pertanyan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli'],4,-4,netral
baru coba moga cocok recommended seller,Positif,"{'classified_text': 'baru coba moga cocok [3] recommended seller', 'tweet_text': ' baru coba moga cocok recommended seller', 'sentence_score': ['baru coba moga cocok [3] recommended seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru coba moga cocok [3] recommended seller, baru coba moga cocok recommended seller,['baru coba moga cocok [3] recommended seller'],3,-1,positif
pertama kali coba tinted sunscreen mudah cocok enggak oksidasi sesuai klaim packing aman kardus tambah bubble wrap tebal mantap,Positif,"{'classified_text': 'pertama kali coba tinted sunscreen mudah [3] cocok [4] enggak oksidasi sesuai [3] klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4]', 'tweet_text': ' pertama kali coba tinted sunscreen mudah cocok enggak oksidasi sesuai klaim packing aman kardus tambah bubble wrap tebal mantap', 'sentence_score': ['pertama kali coba tinted sunscreen mudah [3] cocok [4] enggak oksidasi sesuai [3] klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pertama kali coba tinted sunscreen mudah [3] cocok [4] enggak oksidasi sesuai [3] klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4], pertama kali coba tinted sunscreen mudah cocok enggak oksidasi sesuai klaim packing aman kardus tambah bubble wrap tebal mantap,['pertama kali coba tinted sunscreen mudah [3] cocok [4] enggak oksidasi sesuai [3] klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4]'],4,-1,positif
pesan barang paket lengkap datang paket,Positif,"{'classified_text': 'pesan barang paket lengkap datang paket', 'tweet_text': ' pesan barang paket lengkap datang paket', 'sentence_score': ['pesan barang paket lengkap datang paket'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pesan barang paket lengkap datang paket, pesan barang paket lengkap datang paket,['pesan barang paket lengkap datang paket'],1,-1,netral
lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,Negatif,"{'classified_text': 'lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure', 'tweet_text': ' lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure', 'sentence_score': ['lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure, lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,['lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure'],5,-1,positif
lot responnya,Negatif,"{'classified_text': 'lot responnya', 'tweet_text': ' lot responnya', 'sentence_score': ['lot responnya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",lot responnya, lot responnya,['lot responnya'],1,-1,netral
wtf pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah,Negatif,"{'classified_text': 'wtf [-4] pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah', 'tweet_text': ' wtf pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah', 'sentence_score': ['wtf [-4] pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",wtf [-4] pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah, wtf pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah,['wtf [-4] pas buka tutup nyata puter malah tempat moisturizernya langsung tumpah tengah'],1,-4,negatif
isi tidak sesuai,Negatif,"{'classified_text': 'isi tidak sesuai [-3]', 'tweet_text': ' isi tidak sesuai', 'sentence_score': ['isi tidak sesuai [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",isi tidak sesuai [-3], isi tidak sesuai,['isi tidak sesuai [-3]'],1,-3,negatif
thanks,Positif,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks, thanks,['thanks'],1,-1,netral
well received thanks,Positif,"{'classified_text': 'well received thanks', 'tweet_text': ' well received thanks', 'sentence_score': ['well received thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",well received thanks, well received thanks,['well received thanks'],1,-1,netral
