review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi tipe kulit sensitif masalah kulit jerawat,Netral,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi tipe kulit sensitif masalah kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat, tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi tipe kulit sensitif masalah kulit jerawat,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat'],1,-5,negatif
kirim cepat packing bagus,Positif,"{'classified_text': 'kirim cepat [4] packing bagus [4]', 'tweet_text': ' kirim cepat packing bagus', 'sentence_score': ['kirim cepat [4] packing bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] packing bagus [4], kirim cepat packing bagus,['kirim cepat [4] packing bagus [4]'],4,-1,positif
sesuai deskripsi,Positif,"{'classified_text': 'sesuai [3] deskripsi', 'tweet_text': ' sesuai deskripsi', 'sentence_score': ['sesuai [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] deskripsi, sesuai deskripsi,['sesuai [3] deskripsi'],3,-1,positif
ingredients nya bikin penasaran jadi pengin coba jauh selalu repurchase produk avo selalu cocok aaaa,Positif,"{'classified_text': 'ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran jadi pengin coba jauh selalu repurchase produk avo selalu cocok a', 'sentence_score': ['ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2], ingredients nya bikin penasaran jadi pengin coba jauh selalu repurchase produk avo selalu cocok a,['ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2]'],3,-2,positif
kirim lama banget ganti kurir,Negatif,"{'classified_text': 'kirim lama [-3] banget ganti kurir', 'tweet_text': ' kirim lama banget ganti kurir', 'sentence_score': ['kirim lama [-3] banget ganti kurir'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kirim lama [-3] banget ganti kurir, kirim lama banget ganti kurir,['kirim lama [-3] banget ganti kurir'],1,-3,negatif
emas oke moga cocok,Positif,"{'classified_text': 'emas [4] oke [4] moga cocok [3]', 'tweet_text': ' emas oke moga cocok', 'sentence_score': ['emas [4] oke [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",emas [4] oke [4] moga cocok [3], emas oke moga cocok,['emas [4] oke [4] moga cocok [3]'],4,-1,positif
moga cocok,Netral,"{'classified_text': 'moga cocok [3]', 'tweet_text': ' moga cocok', 'sentence_score': ['moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3], moga cocok,['moga cocok [3]'],3,-1,positif
bintang pertama dikirimin expired beli harga normal beli chat tanya beda harga normal sale sale expired normal expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang waktu urus return nya moga depan makin teliti packing aman bagus admin responsive thank you,Negatif,"{'classified_text': 'bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you', 'tweet_text': ' bintang pertama dikirimin expired beli harga normal beli chat tanya beda harga normal sale sale expired normal expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang waktu urus return nya moga depan makin teliti packing aman bagus admin responsive thank you', 'sentence_score': ['bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you, bintang pertama dikirimin expired beli harga normal beli chat tanya beda harga normal sale sale expired normal expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang waktu urus return nya moga depan makin teliti packing aman bagus admin responsive thank you,['bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you'],5,-3,positif
packing aman expired lama,Positif,"{'classified_text': 'packing aman [4] expired lama [-2]', 'tweet_text': ' packing aman expired lama', 'sentence_score': ['packing aman [4] expired lama [-2]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",packing aman [4] expired lama [-2], packing aman expired lama,['packing aman [4] expired lama [-2]'],4,-2,positif
huhu serum nya datang cepat banget kirim beli harga diskon baru pertama pakai moga cocok muka ku tipe kulit normal,Positif,"{'classified_text': 'huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1]', 'tweet_text': ' huhu serum nya datang cepat banget kirim beli harga diskon baru pertama pakai moga cocok muka ku tipe kulit normal', 'sentence_score': ['huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1], huhu serum nya datang cepat banget kirim beli harga diskon baru pertama pakai moga cocok muka ku tipe kulit normal,['huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1]'],5,-1,positif
tipe kulit sensitif,Netral,"{'classified_text': 'tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit sensitif', 'sentence_score': ['tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit sensitif [-2], tipe kulit sensitif,['tipe kulit sensitif [-2]'],1,-2,negatif
paket lempar sama kurir jelas jelas tulis fragile dus,Negatif,"{'classified_text': 'paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus', 'tweet_text': ' paket lempar sama kurir jelas jelas tulis fragile dus', 'sentence_score': ['paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus, paket lempar sama kurir jelas jelas tulis fragile dus,['paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus'],5,-1,positif
barang baru pertama kali coba moga cocok,Netral,"{'classified_text': 'barang baru pertama kali coba moga cocok [3]', 'tweet_text': ' barang baru pertama kali coba moga cocok', 'sentence_score': ['barang baru pertama kali coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang baru pertama kali coba moga cocok [3], barang baru pertama kali coba moga cocok,['barang baru pertama kali coba moga cocok [3]'],3,-1,positif
serum baik buat baik skin barier rusak pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku,Positif,"{'classified_text': 'serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku', 'tweet_text': ' serum baik buat baik skin barier rusak pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku', 'sentence_score': ['serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku, serum baik buat baik skin barier rusak pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku,['serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku'],4,-4,netral
cari alternatif ingredients samar bekas jerawat aku enggak cocok sama vit niacin alpha arbutin,Netral,"{'classified_text': 'cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [3] sama vit niacin alpha arbutin', 'tweet_text': ' cari alternatif ingredients samar bekas jerawat aku enggak cocok sama vit niacin alpha arbutin', 'sentence_score': ['cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [3] sama vit niacin alpha arbutin'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [3] sama vit niacin alpha arbutin, cari alternatif ingredients samar bekas jerawat aku enggak cocok sama vit niacin alpha arbutin,['cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [3] sama vit niacin alpha arbutin'],3,-5,negatif
dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya,Positif,"{'classified_text': 'dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya', 'tweet_text': ' dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya', 'sentence_score': ['dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya, dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya,['dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya'],1,-1,netral
pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa kali dapat layan kurang senang padahal produk bagus jadi guna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin', 'tweet_text': ' pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa kali dapat layan kurang senang padahal produk bagus jadi guna tetap avoskin', 'sentence_score': ['pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin, pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa kali dapat layan kurang senang padahal produk bagus jadi guna tetap avoskin,['pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin'],4,-4,netral
bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal jalan jauh sidoarjo jakarta,Negatif,"{'classified_text': 'bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta', 'tweet_text': ' bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal jalan jauh sidoarjo jakarta', 'sentence_score': ['bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta, bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal jalan jauh sidoarjo jakarta,['bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta'],4,-2,positif
kirim pakai sicepat sangat lambat gudang tanggal baru antar rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [3] nama', 'tweet_text': ' kirim pakai sicepat sangat lambat gudang tanggal baru antar rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [3] nama, kirim pakai sicepat sangat lambat gudang tanggal baru antar rumah tanggal sayang banget enggak sesuai nama,['kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [3] nama'],5,-5,netral
paket terima ada baik,Positif,"{'classified_text': 'paket terima ada baik [4]', 'tweet_text': ' paket terima ada baik', 'sentence_score': ['paket terima ada baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket terima ada baik [4], paket terima ada baik,['paket terima ada baik [4]'],4,-1,positif
baru pertama pakai moga cocok min tipe kulit minyak tipe kulit kombinasi,Netral,"{'classified_text': 'baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi', 'tweet_text': ' baru pertama pakai moga cocok min tipe kulit minyak tipe kulit kombinasi', 'sentence_score': ['baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi, baru pertama pakai moga cocok min tipe kulit minyak tipe kulit kombinasi,['baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi'],3,-1,positif
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast respon, fast respon,['fast respon'],1,-1,netral
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
worth the price pcs harga cashback,Netral,"{'classified_text': 'worth the price pcs harga cashback', 'tweet_text': ' worth the price pcs harga cashback', 'sentence_score': ['worth the price pcs harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs harga cashback, worth the price pcs harga cashback,['worth the price pcs harga cashback'],1,-1,netral
thanks,Positif,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks, thanks,['thanks'],1,-1,netral
kecewa sama emas kardus peyok dalem enggak bubble wrap biasa bubble wrap nya untung paket aman,Negatif,"{'classified_text': 'kecewa [-3] sama emas [4] kardus peyok dalem enggak bubble wrap biasa [-2] bubble wrap nya untung paket aman [4]', 'tweet_text': ' kecewa sama emas kardus peyok dalem enggak bubble wrap biasa bubble wrap nya untung paket aman', 'sentence_score': ['kecewa [-3] sama emas [4] kardus peyok dalem enggak bubble wrap biasa [-2] bubble wrap nya untung paket aman [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",kecewa [-3] sama emas [4] kardus peyok dalem enggak bubble wrap biasa [-2] bubble wrap nya untung paket aman [4], kecewa sama emas kardus peyok dalem enggak bubble wrap biasa bubble wrap nya untung paket aman,['kecewa [-3] sama emas [4] kardus peyok dalem enggak bubble wrap biasa [-2] bubble wrap nya untung paket aman [4]'],4,-3,positif
packing aman banget moga cocok,Positif,"{'classified_text': 'packing aman [5] banget moga cocok [3]', 'tweet_text': ' packing aman banget moga cocok', 'sentence_score': ['packing aman [5] banget moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing aman [5] banget moga cocok [3], packing aman banget moga cocok,['packing aman [5] banget moga cocok [3]'],5,-1,positif
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine, alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine,['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine'],3,-1,positif
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",repurchased indak bikin kusam [-3] affordable, repurchased indak bikin kusam affordable,['repurchased indak bikin kusam [-3] affordable'],1,-3,negatif
isi dikit banget bingung ira enggak isi,Negatif,"{'classified_text': 'isi dikit banget bingung [-4] ira enggak isi', 'tweet_text': ' isi dikit banget bingung ira enggak isi', 'sentence_score': ['isi dikit banget bingung [-4] ira enggak isi'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",isi dikit banget bingung [-4] ira enggak isi, isi dikit banget bingung ira enggak isi,['isi dikit banget bingung [-4] ira enggak isi'],1,-4,negatif
ringan kulit warna pas,Netral,"{'classified_text': 'ringan kulit warna pas', 'tweet_text': ' ringan kulit warna pas', 'sentence_score': ['ringan kulit warna pas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ringan kulit warna pas, ringan kulit warna pas,['ringan kulit warna pas'],1,-1,netral
cepat ringan sesuai nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam kuning akhir coba shade butter pas,Netral,"{'classified_text': 'cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas', 'tweet_text': ' cepat ringan sesuai nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam kuning akhir coba shade butter pas', 'sentence_score': ['cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas, cepat ringan sesuai nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam kuning akhir coba shade butter pas,['cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas'],4,-3,positif
cepat tekstur creamy smugeproof loh warna kurang pigment,Negatif,"{'classified_text': 'cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment', 'tweet_text': ' cepat tekstur creamy smugeproof loh warna kurang pigment', 'sentence_score': ['cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment, cepat tekstur creamy smugeproof loh warna kurang pigment,['cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment'],4,-2,positif
tekstur ringan mudah serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase,Negatif,"{'classified_text': 'tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase', 'tweet_text': ' tekstur ringan mudah serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase', 'sentence_score': ['tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase, tekstur ringan mudah serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase,['tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase'],3,-1,positif
kirim cepat packing oke thanks,Netral,"{'classified_text': 'kirim cepat [4] packing oke [3] thanks', 'tweet_text': ' kirim cepat packing oke thanks', 'sentence_score': ['kirim cepat [4] packing oke [3] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] packing oke [3] thanks, kirim cepat packing oke thanks,['kirim cepat [4] packing oke [3] thanks'],4,-1,positif
suka sama warna next order warna,Netral,"{'classified_text': 'suka [4] sama warna next order warna', 'tweet_text': ' suka sama warna next order warna', 'sentence_score': ['suka [4] sama warna next order warna'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] sama warna next order warna, suka sama warna next order warna,['suka [4] sama warna next order warna'],4,-1,positif
tipe kulit minyak alhamdulillah cocok thanks,Netral,"{'classified_text': 'tipe kulit minyak alhamdulillah cocok [3] thanks', 'tweet_text': ' tipe kulit minyak alhamdulillah cocok thanks', 'sentence_score': ['tipe kulit minyak alhamdulillah cocok [3] thanks'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak alhamdulillah cocok [3] thanks, tipe kulit minyak alhamdulillah cocok thanks,['tipe kulit minyak alhamdulillah cocok [3] thanks'],3,-1,positif
beli serum pas harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum kasih nilai,Positif,"{'classified_text': 'beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3]', 'tweet_text': ' beli serum pas harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum kasih nilai', 'sentence_score': ['beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3], beli serum pas harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum kasih nilai,['beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3]'],5,-1,positif
jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma seperti works deh kalo memang cocok tipe kulit feel muka pakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem muka cuma yaudah salah,Negatif,"{'classified_text': 'jujur [4] buat aku enggak cocok [3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4]', 'tweet_text': ' jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma seperti works deh kalo memang cocok tipe kulit feel muka pakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem muka cuma yaudah salah', 'sentence_score': ['jujur [4] buat aku enggak cocok [3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",jujur [4] buat aku enggak cocok [3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4], jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma seperti works deh kalo memang cocok tipe kulit feel muka pakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem muka cuma yaudah salah,['jujur [4] buat aku enggak cocok [3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4]'],4,-4,netral
hasil akhir bagus kayak kulit bersih sehat,Negatif,"{'classified_text': 'hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]', 'tweet_text': ' hasil akhir bagus kayak kulit bersih sehat', 'sentence_score': ['hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",hasil akhir bagus [4] kayak kulit bersih [5] sehat [5], hasil akhir bagus kayak kulit bersih sehat,['hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]'],5,-1,positif
