review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
itu beautiful package bintang buat safety nya,Positif,"{'classified_text': 'itu beautiful package bintang buat safety nya', 'tweet_text': ' itu beautiful package bintang buat safety nya', 'sentence_score': ['itu beautiful package bintang buat safety nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",itu beautiful package bintang buat safety nya, itu beautiful package bintang buat safety nya,['itu beautiful package bintang buat safety nya'],1,-1,netral
pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,Negatif,"{'classified_text': 'pengiriman agak lama [-1] karena beda provinsi tapi gapapa packingnya aman [5] banget semoga cocok [3] dan bisa memperbaiki kulit aku tipe kulitku berminyak', 'tweet_text': ' pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak', 'sentence_score': ['pengiriman agak lama [-1] karena beda provinsi tapi gapapa packingnya aman [5] banget semoga cocok [3] dan bisa memperbaiki kulit aku tipe kulitku berminyak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengiriman agak lama [-1] karena beda provinsi tapi gapapa packingnya aman [5] banget semoga cocok [3] dan bisa memperbaiki kulit aku tipe kulitku berminyak, pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,['pengiriman agak lama [-1] karena beda provinsi tapi gapapa packingnya aman [5] banget semoga cocok [3] dan bisa memperbaiki kulit aku tipe kulitku berminyak'],5,-1,positif
top,Positif,"{'classified_text': 'top [4]', 'tweet_text': ' top', 'sentence_score': ['top [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",top [4], top,['top [4]'],4,-1,positif
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,Positif,"{'classified_text': 'tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi masalah [-4] kulitku kerutan masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]', 'tweet_text': ' tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif', 'sentence_score': ['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi masalah [-4] kulitku kerutan masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi masalah [-4] kulitku kerutan masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2], tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi masalah [-4] kulitku kerutan masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]'],3,-4,negatif
exp,Positif,"{'classified_text': 'exp', 'tweet_text': ' exp', 'sentence_score': ['exp'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",exp, exp,['exp'],1,-1,netral
pertama banget dulu sih beli bagus banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka muncul tiba tiba,Netral,"{'classified_text': 'pertama banget dulu sih beli bagus [5] banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen [4] sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka [4] muncul tiba tiba', 'tweet_text': ' pertama banget dulu sih beli bagus banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka muncul tiba tiba', 'sentence_score': ['pertama banget dulu sih beli bagus [5] banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen [4] sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka [4] muncul tiba tiba'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pertama banget dulu sih beli bagus [5] banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen [4] sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka [4] muncul tiba tiba, pertama banget dulu sih beli bagus banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka muncul tiba tiba,['pertama banget dulu sih beli bagus [5] banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen [4] sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka [4] muncul tiba tiba'],5,-1,positif
tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,Positif,"{'classified_text': 'tipe kulitku berminyak tipe kulitku normal [-1] tipe kulitku kering tipe kulitku kombinasi masalah [-4] kulitku jerawat masalah [-4] kulitku kerutan masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]', 'tweet_text': ' tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif', 'sentence_score': ['tipe kulitku berminyak tipe kulitku normal [-1] tipe kulitku kering tipe kulitku kombinasi masalah [-4] kulitku jerawat masalah [-4] kulitku kerutan masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulitku berminyak tipe kulitku normal [-1] tipe kulitku kering tipe kulitku kombinasi masalah [-4] kulitku jerawat masalah [-4] kulitku kerutan masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2], tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,['tipe kulitku berminyak tipe kulitku normal [-1] tipe kulitku kering tipe kulitku kombinasi masalah [-4] kulitku jerawat masalah [-4] kulitku kerutan masalah [-4] kulitku pori besar [3] tipe kulitku sensitif [-2]'],3,-4,negatif
barang sesuai pesanan,Positif,"{'classified_text': 'barang sesuai [3] pesanan', 'tweet_text': ' barang sesuai pesanan', 'sentence_score': ['barang sesuai [3] pesanan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang sesuai [3] pesanan, barang sesuai pesanan,['barang sesuai [3] pesanan'],3,-1,positif
pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyaman digunakan,Positif,"{'classified_text': 'pengiriman oke [3] saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak [5] soalnya baunya kurang [-2] begitu nyaman [4] digunakan', 'tweet_text': ' pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyaman digunakan', 'sentence_score': ['pengiriman oke [3] saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak [5] soalnya baunya kurang [-2] begitu nyaman [4] digunakan'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pengiriman oke [3] saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak [5] soalnya baunya kurang [-2] begitu nyaman [4] digunakan, pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyaman digunakan,['pengiriman oke [3] saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak [5] soalnya baunya kurang [-2] begitu nyaman [4] digunakan'],5,-2,positif
moga cocok soalnya dulu cocok banget pakai ini,Positif,"{'classified_text': 'moga cocok [3] soalnya dulu cocok [4] banget pakai ini', 'tweet_text': ' moga cocok soalnya dulu cocok banget pakai ini', 'sentence_score': ['moga cocok [3] soalnya dulu cocok [4] banget pakai ini'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] soalnya dulu cocok [4] banget pakai ini, moga cocok soalnya dulu cocok banget pakai ini,['moga cocok [3] soalnya dulu cocok [4] banget pakai ini'],4,-1,positif
pengiriman cepat mantap,Netral,"{'classified_text': 'pengiriman cepat [4] mantap [5]', 'tweet_text': ' pengiriman cepat mantap', 'sentence_score': ['pengiriman cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengiriman cepat [4] mantap [5], pengiriman cepat mantap,['pengiriman cepat [4] mantap [5]'],5,-1,positif
alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,Negatif,"{'classified_text': 'alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok [1] thank you kurir sicepat team avoskin', 'tweet_text': ' alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin', 'sentence_score': ['alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok [1] thank you kurir sicepat team avoskin'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok [1] thank you kurir sicepat team avoskin, alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,['alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok [1] thank you kurir sicepat team avoskin'],1,-1,netral
bahannya gampang menyerap,Netral,"{'classified_text': 'bahannya gampang menyerap [1]', 'tweet_text': ' bahannya gampang menyerap', 'sentence_score': ['bahannya gampang menyerap [1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bahannya gampang menyerap [1], bahannya gampang menyerap,['bahannya gampang menyerap [1]'],1,-1,netral
bagus,Netral,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
bagus,Netral,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
oke,Negatif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
dapat gratis mini pouch terima kasih semoga cocok,Netral,"{'classified_text': 'dapat gratis mini pouch terima kasih [4] semoga cocok [3]', 'tweet_text': ' dapat gratis mini pouch terima kasih semoga cocok', 'sentence_score': ['dapat gratis mini pouch terima kasih [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",dapat gratis mini pouch terima kasih [4] semoga cocok [3], dapat gratis mini pouch terima kasih semoga cocok,['dapat gratis mini pouch terima kasih [4] semoga cocok [3]'],4,-1,positif
alhamdulillah barangnya sudah sampai semoga cocok dan selau dapat harga diskon yes,Negatif,"{'classified_text': 'alhamdulillah barangnya sudah sampai semoga cocok [3] dan selau dapat harga diskon yes', 'tweet_text': ' alhamdulillah barangnya sudah sampai semoga cocok dan selau dapat harga diskon yes', 'sentence_score': ['alhamdulillah barangnya sudah sampai semoga cocok [3] dan selau dapat harga diskon yes'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah barangnya sudah sampai semoga cocok [3] dan selau dapat harga diskon yes, alhamdulillah barangnya sudah sampai semoga cocok dan selau dapat harga diskon yes,['alhamdulillah barangnya sudah sampai semoga cocok [3] dan selau dapat harga diskon yes'],3,-1,positif
cocok sama produknya,Positif,"{'classified_text': 'cocok [3] sama produknya', 'tweet_text': ' cocok sama produknya', 'sentence_score': ['cocok [3] sama produknya'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] sama produknya, cocok sama produknya,['cocok [3] sama produknya'],3,-1,positif
sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks,Positif,"{'classified_text': 'sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks', 'tweet_text': ' sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks', 'sentence_score': ['sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks, sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks,['sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks'],1,-1,netral
barang nya oke,Positif,"{'classified_text': 'barang nya oke [3]', 'tweet_text': ' barang nya oke', 'sentence_score': ['barang nya oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang nya oke [3], barang nya oke,['barang nya oke [3]'],3,-1,positif
repeat order,Netral,"{'classified_text': 'repeat order', 'tweet_text': ' repeat order', 'sentence_score': ['repeat order'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",repeat order, repeat order,['repeat order'],1,-1,netral
masalah kulitku pori besar,Negatif,"{'classified_text': 'masalah [-4] kulitku pori besar [3]', 'tweet_text': ' masalah kulitku pori besar', 'sentence_score': ['masalah [-4] kulitku pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",masalah [-4] kulitku pori besar [3], masalah kulitku pori besar,['masalah [-4] kulitku pori besar [3]'],3,-4,negatif
ini beda nih dari pertama beli first time mencoba jatuh cinta banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang lah coba itu rugi dong sudahlah aku pindah haluan saja byeee,Negatif,"{'classified_text': 'ini beda nih dari pertama beli first time mencoba jatuh [-3] cinta [6] banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang [-3] lah coba itu rugi [-4] dong sudahlah aku pindah haluan saja bye', 'tweet_text': ' ini beda nih dari pertama beli first time mencoba jatuh cinta banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang lah coba itu rugi dong sudahlah aku pindah haluan saja bye', 'sentence_score': ['ini beda nih dari pertama beli first time mencoba jatuh [-3] cinta [6] banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang [-3] lah coba itu rugi [-4] dong sudahlah aku pindah haluan saja bye'], 'max_positive': 6, 'max_negative': -4, 'kelas': 'positif'}",ini beda nih dari pertama beli first time mencoba jatuh [-3] cinta [6] banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang [-3] lah coba itu rugi [-4] dong sudahlah aku pindah haluan saja bye, ini beda nih dari pertama beli first time mencoba jatuh cinta banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang lah coba itu rugi dong sudahlah aku pindah haluan saja bye,['ini beda nih dari pertama beli first time mencoba jatuh [-3] cinta [6] banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting masa iya habis minum air hilang [-3] lah coba itu rugi [-4] dong sudahlah aku pindah haluan saja bye'],6,-4,positif
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth itu,Netral,"{'classified_text': 'tipe kulitku berminyak tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3] overall worth itu', 'tweet_text': ' tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth itu', 'sentence_score': ['tipe kulitku berminyak tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3] overall worth itu'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulitku berminyak tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3] overall worth itu, tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth itu,['tipe kulitku berminyak tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3] overall worth itu'],3,-5,negatif
kecepatan pengiriman baik ada bubble warp,Netral,"{'classified_text': 'kecepatan pengiriman baik [4] ada bubble warp', 'tweet_text': ' kecepatan pengiriman baik ada bubble warp', 'sentence_score': ['kecepatan pengiriman baik [4] ada bubble warp'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kecepatan pengiriman baik [4] ada bubble warp, kecepatan pengiriman baik ada bubble warp,['kecepatan pengiriman baik [4] ada bubble warp'],4,-1,positif
tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,Netral,"{'classified_text': 'tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3]', 'tweet_text': ' tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar', 'sentence_score': ['tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3]'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3], tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,['tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat masalah [-4] kulitku pori besar [3]'],3,-5,negatif
dapat harga ceban yay belum dicoba,Netral,"{'classified_text': 'dapat harga ceban yay belum dicoba', 'tweet_text': ' dapat harga ceban yay belum dicoba', 'sentence_score': ['dapat harga ceban yay belum dicoba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",dapat harga ceban yay belum dicoba, dapat harga ceban yay belum dicoba,['dapat harga ceban yay belum dicoba'],1,-1,netral
pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas,Netral,"{'classified_text': 'pembelian kesekian kalinya cocok [3] di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas', 'tweet_text': ' pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas', 'sentence_score': ['pembelian kesekian kalinya cocok [3] di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pembelian kesekian kalinya cocok [3] di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas, pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas,['pembelian kesekian kalinya cocok [3] di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas'],3,-1,positif
ternyata dapat ya baru pertama kali semoga cocok,Netral,"{'classified_text': 'ternyata dapat ya baru pertama kali semoga cocok [3]', 'tweet_text': ' ternyata dapat ya baru pertama kali semoga cocok', 'sentence_score': ['ternyata dapat ya baru pertama kali semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ternyata dapat ya baru pertama kali semoga cocok [3], ternyata dapat ya baru pertama kali semoga cocok,['ternyata dapat ya baru pertama kali semoga cocok [3]'],3,-1,positif
mudahan cocok terima kasih,Positif,"{'classified_text': 'mudahan cocok [3] terima kasih [4]', 'tweet_text': ' mudahan cocok terima kasih', 'sentence_score': ['mudahan cocok [3] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mudahan cocok [3] terima kasih [4], mudahan cocok terima kasih,['mudahan cocok [3] terima kasih [4]'],4,-1,positif
sudah sering beli ini dan selalu cocok,Netral,"{'classified_text': 'sudah sering beli ini dan selalu cocok [3]', 'tweet_text': ' sudah sering beli ini dan selalu cocok', 'sentence_score': ['sudah sering beli ini dan selalu cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sudah sering beli ini dan selalu cocok [3], sudah sering beli ini dan selalu cocok,['sudah sering beli ini dan selalu cocok [3]'],3,-1,positif
barang datang dengan selamat walau agak lama datangnya,Netral,"{'classified_text': 'barang datang dengan selamat [4] walau agak lama [-1] datangnya', 'tweet_text': ' barang datang dengan selamat walau agak lama datangnya', 'sentence_score': ['barang datang dengan selamat [4] walau agak lama [-1] datangnya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang dengan selamat [4] walau agak lama [-1] datangnya, barang datang dengan selamat walau agak lama datangnya,['barang datang dengan selamat [4] walau agak lama [-1] datangnya'],4,-1,positif
packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih,Positif,"{'classified_text': 'packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] meresap di kulit enggak ada bau [-4] menyengat sama sekali semoga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]', 'tweet_text': ' packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih', 'sentence_score': ['packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] meresap di kulit enggak ada bau [-4] menyengat sama sekali semoga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] meresap di kulit enggak ada bau [-4] menyengat sama sekali semoga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4], packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih,['packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] meresap di kulit enggak ada bau [-4] menyengat sama sekali semoga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]'],5,-4,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya,Netral,"{'classified_text': 'bahannya ringan mudah [3] menyerap [1] cocok [4] di kulit aku yang berjerawat enggak bikin breakout the best pokoknya', 'tweet_text': ' bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya', 'sentence_score': ['bahannya ringan mudah [3] menyerap [1] cocok [4] di kulit aku yang berjerawat enggak bikin breakout the best pokoknya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahannya ringan mudah [3] menyerap [1] cocok [4] di kulit aku yang berjerawat enggak bikin breakout the best pokoknya, bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya,['bahannya ringan mudah [3] menyerap [1] cocok [4] di kulit aku yang berjerawat enggak bikin breakout the best pokoknya'],4,-1,positif
tipe kulitku kombinasi masalah kulitku jerawat,Netral,"{'classified_text': 'tipe kulitku kombinasi masalah [-4] kulitku jerawat', 'tweet_text': ' tipe kulitku kombinasi masalah kulitku jerawat', 'sentence_score': ['tipe kulitku kombinasi masalah [-4] kulitku jerawat'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulitku kombinasi masalah [-4] kulitku jerawat, tipe kulitku kombinasi masalah kulitku jerawat,['tipe kulitku kombinasi masalah [-4] kulitku jerawat'],1,-4,negatif
tipe kulitku kombinasi,Netral,"{'classified_text': 'tipe kulitku kombinasi', 'tweet_text': ' tipe kulitku kombinasi', 'sentence_score': ['tipe kulitku kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulitku kombinasi, tipe kulitku kombinasi,['tipe kulitku kombinasi'],1,-1,netral
tipe kulitku berminyak masalah kulitku pori besar original terima kasih,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku pori besar original terima kasih', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4], tipe kulitku berminyak masalah kulitku pori besar original terima kasih,['tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4]'],4,-4,netral
bahannya ringan cocok digunakan,Positif,"{'classified_text': 'bahannya ringan cocok [3] digunakan', 'tweet_text': ' bahannya ringan cocok digunakan', 'sentence_score': ['bahannya ringan cocok [3] digunakan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahannya ringan cocok [3] digunakan, bahannya ringan cocok digunakan,['bahannya ringan cocok [3] digunakan'],3,-1,positif
tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,Netral,"{'classified_text': 'tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3]', 'tweet_text': ' tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok', 'sentence_score': ['tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3], tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,['tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3]'],3,-1,positif
